trackName;composer;milliseconds;bytes;unitPrice;albumTitle;artistName;genreName;mediaTypeName
Um Gosto De Sol;Milton Nascimento | Ronaldo Bastos;307200;9893875;3.99;Milton Nascimento Ao Vivo;Milton Nascimento;Latin;MPEG audio file
Solar;Milton Nascimento | Fernando Brant;156212;5098288;2.99;Milton Nascimento Ao Vivo;Milton Nascimento;Latin;MPEG audio file
Para Lennon E McCartney;Lô Borges | Márcio Borges | Fernando Brant;321828;10626920;2.99;Milton Nascimento Ao Vivo;Milton Nascimento;Latin;MPEG audio file
Maria, Maria;Milton Nascimento | Fernando Brant;72463;2371543;9.99;Milton Nascimento Ao Vivo;Milton Nascimento;Latin;MPEG audio file
Minas;Milton Nascimento | Caetano Veloso;152293;4921056;4.99;Minas;Milton Nascimento;Latin;MPEG audio file
Fé Cega, Faca Amolada;Milton Nascimento | Ronaldo Bastos;278099;9258649;9.99;Minas;Milton Nascimento;Latin;MPEG audio file
Beijo Partido;Toninho Horta;229564;7506969;9.99;Minas;Milton Nascimento;Latin;MPEG audio file
Saudade Dos Aviões Da Panair (Conversando No Bar);Milton Nascimento | Fernando Brant;268721;8805088;9.99;Minas;Milton Nascimento;Latin;MPEG audio file
Gran Circo;Milton Nascimento | Márcio Borges;251297;8237026;6.99;Minas;Milton Nascimento;Latin;MPEG audio file
Ponta de Areia;Milton Nascimento | Fernando Brant;272796;8874285;6.99;Minas;Milton Nascimento;Latin;MPEG audio file
Trastevere;Milton Nascimento | Ronaldo Bastos;265665;8708399;1.99;Minas;Milton Nascimento;Latin;MPEG audio file
Idolatrada;Milton Nascimento | Fernando Brant;286249;9426153;8.99;Minas;Milton Nascimento;Latin;MPEG audio file
Leila (Venha Ser Feliz);Milton Nascimento;209737;6898507;7.99;Minas;Milton Nascimento;Latin;MPEG audio file
Paula E Bebeto;Milton Nascimento | Caetano Veloso;135732;4583956;3.99;Minas;Milton Nascimento;Latin;MPEG audio file
Simples;Nelson Angelo;133093;4326333;7.99;Minas;Milton Nascimento;Latin;MPEG audio file
Norwegian Wood;John Lennon | Paul McCartney;413910;13520382;0.99;Minas;Milton Nascimento;Latin;MPEG audio file
Caso Você Queira Saber;Beto Guedes | Márcio Borges;205688;6787901;7.99;Minas;Milton Nascimento;Latin;MPEG audio file
Ace Of Spades;Clarke/Kilmister/Taylor;169926;5523552;5.99;Ace Of Spades;Motörhead;Metal;MPEG audio file
Love Me Like A Reptile;Clarke/Kilmister/Taylor;203546;6616389;7.99;Ace Of Spades;Motörhead;Metal;MPEG audio file
Shoot You In The Back;Clarke/Kilmister/Taylor;160026;5175327;4.99;Ace Of Spades;Motörhead;Metal;MPEG audio file
Live To Win;Clarke/Kilmister/Taylor;217626;7102182;8.99;Ace Of Spades;Motörhead;Metal;MPEG audio file
Fast And Loose;Clarke/Kilmister/Taylor;203337;6643350;5.99;Ace Of Spades;Motörhead;Metal;MPEG audio file
(We Are) The Road Crew;Clarke/Kilmister/Taylor;192600;6283035;0.99;Ace Of Spades;Motörhead;Metal;MPEG audio file
Fire Fire;Clarke/Kilmister/Taylor;164675;5416114;4.99;Ace Of Spades;Motörhead;Metal;MPEG audio file
Jailbait;Clarke/Kilmister/Taylor;213916;6983609;3.99;Ace Of Spades;Motörhead;Metal;MPEG audio file
Dance;Clarke/Kilmister/Taylor;158432;5155099;7.99;Ace Of Spades;Motörhead;Metal;MPEG audio file
Bite The Bullet;Clarke/Kilmister/Taylor;98115;3195536;8.99;Ace Of Spades;Motörhead;Metal;MPEG audio file
The Chase Is Better Than The Catch;Clarke/Kilmister/Taylor;258403;8393310;3.99;Ace Of Spades;Motörhead;Metal;MPEG audio file
The Hammer;Clarke/Kilmister/Taylor;168071;5543267;2.99;Ace Of Spades;Motörhead;Metal;MPEG audio file
Dirty Love;Clarke/Kilmister/Taylor;176457;5805241;1.99;Ace Of Spades;Motörhead;Metal;MPEG audio file
Please Don't Touch;Heath/Robinson;169926;5557002;4.99;Ace Of Spades;Motörhead;Metal;MPEG audio file
Emergency;Dufort/Johnson/McAuliffe/Williams;180427;5828728;0.99;Ace Of Spades;Motörhead;Metal;MPEG audio file
Kir Royal;Mônica Marianno;234788;7706552;5.99;Demorou...;Mônica Marianno;World;MPEG audio file
O Que Vai Em Meu Coração;Mônica Marianno;255373;8366846;9.99;Demorou...;Mônica Marianno;World;MPEG audio file
Aos Leões;Mônica Marianno;234684;7790574;1.99;Demorou...;Mônica Marianno;World;MPEG audio file
Dois Índios;Mônica Marianno;219271;7213072;3.99;Demorou...;Mônica Marianno;World;MPEG audio file
Noite Negra;Mônica Marianno;206811;6819584;8.99;Demorou...;Mônica Marianno;World;MPEG audio file
Beijo do Olhar;Mônica Marianno;252682;8369029;5.99;Demorou...;Mônica Marianno;World;MPEG audio file
É Fogo;Mônica Marianno;194873;6501520;1.99;Demorou...;Mônica Marianno;World;MPEG audio file
Já Foi;Mônica Marianno;245681;8094872;5.99;Demorou...;Mônica Marianno;World;MPEG audio file
Só Se For Pelo Cabelo;Mônica Marianno;238288;8006345;0.99;Demorou...;Mônica Marianno;World;MPEG audio file
No Clima;Mônica Marianno;249495;8362040;9.99;Demorou...;Mônica Marianno;World;MPEG audio file
A Moça e a Chuva;Mônica Marianno;274625;8929357;4.99;Demorou...;Mônica Marianno;World;MPEG audio file
Demorou!;Mônica Marianno;39131;1287083;2.99;Demorou...;Mônica Marianno;World;MPEG audio file
Bitter Pill;Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil;266814;8666786;5.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Enslaved;Mick Mars/Nikki Sixx/Tommy Lee;269844;8789966;3.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Girls, Girls, Girls;Mick Mars/Nikki Sixx/Tommy Lee;270288;8874814;2.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Kickstart My Heart;Nikki Sixx;283559;9237736;5.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Wild Side;Nikki Sixx/Tommy Lee/Vince Neil;276767;9116997;0.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Glitter;Bryan Adams/Nikki Sixx/Scott Humphrey;340114;11184094;6.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Dr. Feelgood;Mick Mars/Nikki Sixx;282618;9281875;1.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Same Ol' Situation;Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil;254511;8283958;3.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Home Sweet Home;Nikki Sixx/Tommy Lee/Vince Neil;236904;7697538;1.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Afraid;Nikki Sixx;248006;8077464;3.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Don't Go Away Mad (Just Go Away);Mick Mars/Nikki Sixx;279980;9188156;3.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Without You;Mick Mars/Nikki Sixx;268956;8738371;4.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Smokin' in The Boys Room;Cub Coda/Michael Lutz;206837;6735408;3.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Primal Scream;Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil;286197;9421164;7.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Too Fast For Love;Nikki Sixx;200829;6580542;1.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Looks That Kill;Nikki Sixx;240979;7831122;4.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Shout At The Devil;Nikki Sixx;221962;7281974;7.99;Motley Crue Greatest Hits;Mötley Crüe;Metal;MPEG audio file
Intro;Kurt Cobain;52218;1688527;8.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
School;Kurt Cobain;160235;5234885;2.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
Drain You;Kurt Cobain;215196;7013175;4.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
Aneurysm;Nirvana;271516;8862545;1.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
Smells Like Teen Spirit;Nirvana;287190;9425215;2.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
Been A Son;Kurt Cobain;127555;4170369;1.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
Lithium;Kurt Cobain;250017;8148800;9.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
Sliver;Kurt Cobain;116218;3784567;9.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
Spank Thru;Kurt Cobain;190354;6186487;5.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
Scentless Apprentice;Nirvana;211200;6898177;2.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
Heart-Shaped Box;Kurt Cobain;281887;9210982;7.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
Milk It;Kurt Cobain;225724;7406945;0.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
Negative Creep;Kurt Cobain;163761;5354854;8.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
Polly;Kurt Cobain;149995;4885331;8.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
Breed;Kurt Cobain;208378;6759080;1.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
Tourette's;Kurt Cobain;115591;3753246;1.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
Blew;Kurt Cobain;216346;7096936;1.99;From The Muddy Banks Of The Wishkah [Live];Nirvana;Rock;MPEG audio file
Smells Like Teen Spirit;Kurt Cobain;301296;9823847;5.99;Nevermind;Nirvana;Rock;MPEG audio file
In Bloom;Kurt Cobain;254928;8327077;5.99;Nevermind;Nirvana;Rock;MPEG audio file
Come As You Are;Kurt Cobain;219219;7123357;5.99;Nevermind;Nirvana;Rock;MPEG audio file
Breed;Kurt Cobain;183928;5984812;8.99;Nevermind;Nirvana;Rock;MPEG audio file
Lithium;Kurt Cobain;256992;8404745;0.99;Nevermind;Nirvana;Rock;MPEG audio file
Polly;Kurt Cobain;177031;5788407;5.99;Nevermind;Nirvana;Rock;MPEG audio file
Territorial Pissings;Kurt Cobain;143281;4613880;5.99;Nevermind;Nirvana;Rock;MPEG audio file
Drain You;Kurt Cobain;223973;7273440;8.99;Nevermind;Nirvana;Rock;MPEG audio file
Lounge Act;Kurt Cobain;156786;5093635;1.99;Nevermind;Nirvana;Rock;MPEG audio file
Stay Away;Kurt Cobain;212636;6956404;1.99;Nevermind;Nirvana;Rock;MPEG audio file
On A Plain;Kurt Cobain;196440;6390635;9.99;Nevermind;Nirvana;Rock;MPEG audio file
Something In The Way;Kurt Cobain;230556;7472168;6.99;Nevermind;Nirvana;Rock;MPEG audio file
Time;;96888;3124455;1.99;Compositores;O Terço;Rock;MPEG audio file
P.S.Apareça;;209188;6842244;5.99;Compositores;O Terço;Rock;MPEG audio file
Sangue Latino;;223033;7354184;6.99;Compositores;O Terço;Rock;MPEG audio file
Folhas Secas;;161253;5284522;5.99;Compositores;O Terço;Rock;MPEG audio file
Poeira;;267075;8784141;5.99;Compositores;O Terço;Rock;MPEG audio file
Mágica;;233743;7627348;1.99;Compositores;O Terço;Rock;MPEG audio file
Quem Mata A Mulher Mata O Melhor;;262791;8640121;7.99;Compositores;O Terço;Rock;MPEG audio file
Mundaréu;;217521;7158975;2.99;Compositores;O Terço;Rock;MPEG audio file
O Braço Da Minha Guitarra;;258351;8469531;8.99;Compositores;O Terço;Rock;MPEG audio file
Deus;;284160;9188110;3.99;Compositores;O Terço;Rock;MPEG audio file
Mãe Terra;;306625;9949269;1.99;Compositores;O Terço;Rock;MPEG audio file
Às Vezes;;330292;10706614;9.99;Compositores;O Terço;Rock;MPEG audio file
Menino De Rua;;329795;10784595;0.99;Compositores;O Terço;Rock;MPEG audio file
Prazer E Fé;;214831;7031383;8.99;Compositores;O Terço;Rock;MPEG audio file
Elza;;199105;6517629;1.99;Compositores;O Terço;Rock;MPEG audio file
Requebra;;240744;8010811;0.99;Olodum;Olodum;Latin;MPEG audio file
Nossa Gente (Avisa Là);;188212;6233201;3.99;Olodum;Olodum;Latin;MPEG audio file
Olodum - Alegria Geral;;233404;7754245;8.99;Olodum;Olodum;Latin;MPEG audio file
Madagáscar Olodum;;252264;8270584;6.99;Olodum;Olodum;Latin;MPEG audio file
Faraó Divindade Do Egito;;228571;7523278;0.99;Olodum;Olodum;Latin;MPEG audio file
Todo Amor (Asas Da Liberdade);;245133;8121434;5.99;Olodum;Olodum;Latin;MPEG audio file
Denúncia;;159555;5327433;2.99;Olodum;Olodum;Latin;MPEG audio file
Olodum, A Banda Do Pelô;;146599;4900121;3.99;Olodum;Olodum;Latin;MPEG audio file
Cartao Postal;;211565;7082301;9.99;Olodum;Olodum;Latin;MPEG audio file
Jeito Faceiro;;217286;7233608;8.99;Olodum;Olodum;Latin;MPEG audio file
Revolta Olodum;;230191;7557065;1.99;Olodum;Olodum;Latin;MPEG audio file
Reggae Odoyá;;224470;7499807;1.99;Olodum;Olodum;Latin;MPEG audio file
Protesto Do Olodum (Ao Vivo);;206001;6766104;5.99;Olodum;Olodum;Latin;MPEG audio file
Olodum - Smile (Instrumental);;235833;7871409;0.99;Olodum;Olodum;Latin;MPEG audio file
Vulcão Dub - Fui Eu;Bi Ribeira/Herbert Vianna/João Barone;287059;9495202;6.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
O Trem Da Juventude;Herbert Vianna;225880;7507655;5.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Manguetown;Chico Science/Dengue/Lúcio Maia;162925;5382018;8.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Um Amor, Um Lugar;Herbert Vianna;184555;6090334;9.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Bora-Bora;Herbert Vianna;182987;6036046;8.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Vai Valer;Herbert Vianna;206524;6899778;4.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
I Feel Good (I Got You) - Sossego;James Brown/Tim Maia;244976;8091302;3.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Uns Dias;Herbert Vianna;240796;7931552;7.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Sincero Breu;C. A./C.A./Celso Alvim/Herbert Vianna/Mário Moura/Pedro Luís/Sidon Silva;208013;6921669;7.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Meu Erro;Herbert Vianna;188577;6192791;5.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Selvagem;Bi Ribeiro/Herbert Vianna/João Barone;148558;4942831;6.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Brasília 5:31;Herbert Vianna;178337;5857116;8.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Tendo A Lua;Herbert Vianna/Tet Tillett;198922;6568180;0.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Que País É Este;Renato Russo;216685;7137865;6.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Navegar Impreciso;Herbert Vianna;262870;8761283;8.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Feira Moderna;Beto Guedes/Fernando Brant/L Borges;182517;6001793;6.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Tequila - Lourinha Bombril (Parate Y Mira);Bahiano/Chuck Rio/Diego Blanco/Herbert Vianna;255738;8514961;5.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Vamo Batê Lata;Herbert Vianna;228754;7585707;1.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Life During Wartime;Chris Frantz/David Byrne/Jerry Harrison/Tina Weymouth;259186;8543439;2.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Nebulosa Do Amor;Herbert Vianna;203415;6732496;3.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Caleidoscópio;Herbert Vianna;256522;8484597;6.99;Acústico MTV;Os Paralamas Do Sucesso;Latin;MPEG audio file
Trac Trac;Fito Paez/Herbert Vianna;231653;7638256;8.99;Arquivo II;Os Paralamas Do Sucesso;Latin;MPEG audio file
Tendo A Lua;Herbert Vianna/Tetê Tillet;219585;7342776;4.99;Arquivo II;Os Paralamas Do Sucesso;Latin;MPEG audio file
Mensagen De Amor (2000);Herbert Vianna;183588;6061324;8.99;Arquivo II;Os Paralamas Do Sucesso;Latin;MPEG audio file
Lourinha Bombril;Bahiano/Diego Blanco/Herbert Vianna;159895;5301882;1.99;Arquivo II;Os Paralamas Do Sucesso;Latin;MPEG audio file
La Bella Luna;Herbert Vianna;192653;6428598;5.99;Arquivo II;Os Paralamas Do Sucesso;Latin;MPEG audio file
Busca Vida;Herbert Vianna;176431;5798663;7.99;Arquivo II;Os Paralamas Do Sucesso;Latin;MPEG audio file
Uma Brasileira;Carlinhos Brown/Herbert Vianna;217573;7280574;3.99;Arquivo II;Os Paralamas Do Sucesso;Latin;MPEG audio file
Luis Inacio (300 Picaretas);Herbert Vianna;198191;6576790;8.99;Arquivo II;Os Paralamas Do Sucesso;Latin;MPEG audio file
Saber Amar;Herbert Vianna;202788;6723733;7.99;Arquivo II;Os Paralamas Do Sucesso;Latin;MPEG audio file
Ela Disse Adeus;Herbert Vianna;226298;7608999;1.99;Arquivo II;Os Paralamas Do Sucesso;Latin;MPEG audio file
O Amor Nao Sabe Esperar;Herbert Vianna;241084;8042534;8.99;Arquivo II;Os Paralamas Do Sucesso;Latin;MPEG audio file
Aonde Quer Que Eu Va;Herbert Vianna/Paulo Sérgio Valle;258089;8470121;5.99;Arquivo II;Os Paralamas Do Sucesso;Latin;MPEG audio file
Caleidoscópio;;211330;7000017;6.99;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;Latin;MPEG audio file
Óculos;;219271;7262419;2.99;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;Latin;MPEG audio file
Cinema Mudo;;227918;7612168;3.99;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;Latin;MPEG audio file
Alagados;;302393;10255463;0.99;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;Latin;MPEG audio file
Lanterna Dos Afogados;;190197;6264318;8.99;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;Latin;MPEG audio file
Melô Do Marinheiro;;208352;6905668;9.99;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;Latin;MPEG audio file
Vital E Sua Moto;;210207;6902878;8.99;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;Latin;MPEG audio file
O Beco;;189178;6293184;3.99;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;Latin;MPEG audio file
Meu Erro;;208431;6893533;2.99;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;Latin;MPEG audio file
Perplexo;;161175;5355013;1.99;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;Latin;MPEG audio file
Me Liga;;229590;7565912;6.99;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;Latin;MPEG audio file
Quase Um Segundo;;275644;8971355;4.99;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;Latin;MPEG audio file
Selvagem;;245890;8141084;3.99;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;Latin;MPEG audio file
Romance Ideal;;250070;8260477;8.99;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;Latin;MPEG audio file
Será Que Vai Chover?;;337057;11133830;4.99;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;Latin;MPEG audio file
SKA;;148871;4943540;2.99;Arquivo Os Paralamas Do Sucesso;Os Paralamas Do Sucesso;Latin;MPEG audio file
Bark at the Moon;O. Osbourne;257252;4601224;0.99;Bark at the Moon (Remastered);Ozzy Osbourne;Rock;Protected AAC audio file
I Don't Know;B. Daisley | O. Osbourne & R. Rhoads;312980;5525339;5.99;Blizzard of Ozz;Ozzy Osbourne;Rock;Protected AAC audio file
Crazy Train;B. Daisley | O. Osbourne & R. Rhoads;295960;5255083;9.99;Blizzard of Ozz;Ozzy Osbourne;Rock;Protected AAC audio file
Flying High Again;L. Kerslake | O. Osbourne | R. Daisley & R. Rhoads;290851;5179599;6.99;Diary of a Madman (Remastered);Ozzy Osbourne;Rock;Protected AAC audio file
Mama, I'm Coming Home;L. Kilmister | O. Osbourne & Z. Wylde;251586;4302390;4.99;No More Tears (Remastered);Ozzy Osbourne;Rock;Protected AAC audio file
No More Tears;J. Purdell | M. Inez | O. Osbourne | R. Castillo & Z. Wylde;444358;7362964;3.99;No More Tears (Remastered);Ozzy Osbourne;Rock;Protected AAC audio file
I Don't Know;O. Osbourne | R. Daisley | R. Rhoads;283088;9207869;0.99;Tribute;Ozzy Osbourne;Metal;MPEG audio file
Crazy Train;O. Osbourne | R. Daisley | R. Rhoads;322716;10517408;9.99;Tribute;Ozzy Osbourne;Metal;MPEG audio file
Believer;O. Osbourne | R. Daisley | R. Rhoads;308897;10003794;8.99;Tribute;Ozzy Osbourne;Metal;MPEG audio file
Mr. Crowley;O. Osbourne | R. Daisley | R. Rhoads;344241;11184130;9.99;Tribute;Ozzy Osbourne;Metal;MPEG audio file
Flying High Again;O. Osbourne | R. Daisley | R. Rhoads | L. Kerslake;261224;8481822;3.99;Tribute;Ozzy Osbourne;Metal;MPEG audio file
Relvelation (Mother Earth);O. Osbourne | R. Daisley | R. Rhoads;349440;11367866;0.99;Tribute;Ozzy Osbourne;Metal;MPEG audio file
Steal Away (The Night);O. Osbourne | R. Daisley | R. Rhoads;485720;15945806;6.99;Tribute;Ozzy Osbourne;Metal;MPEG audio file
Suicide Solution (With Guitar Solo);O. Osbourne | R. Daisley | R. Rhoads;467069;15119938;2.99;Tribute;Ozzy Osbourne;Metal;MPEG audio file
Iron Man;A. F. Iommi | W. Ward | T. Butler | J. Osbourne;172120;5609799;2.99;Tribute;Ozzy Osbourne;Metal;MPEG audio file
Children Of The Grave;A. F. Iommi | W. Ward | T. Butler | J. Osbourne;357067;11626740;9.99;Tribute;Ozzy Osbourne;Metal;MPEG audio file
Paranoid;A. F. Iommi | W. Ward | T. Butler | J. Osbourne;176352;5729813;8.99;Tribute;Ozzy Osbourne;Metal;MPEG audio file
Goodbye To Romance;O. Osbourne | R. Daisley | R. Rhoads;334393;10841337;9.99;Tribute;Ozzy Osbourne;Metal;MPEG audio file
No Bone Movies;O. Osbourne | R. Daisley | R. Rhoads;249208;8095199;1.99;Tribute;Ozzy Osbourne;Metal;MPEG audio file
Dee;R. Rhoads;261302;8555963;9.99;Tribute;Ozzy Osbourne;Metal;MPEG audio file
Shining In The Light;Jimmy Page | Robert Plant | Charlie Jones | Michael Lee;240796;7951688;6.99;Walking Into Clarksdale;Page & Plant;Rock;MPEG audio file
When The World Was Young;Jimmy Page | Robert Plant | Charlie Jones | Michael Lee;373394;12198930;3.99;Walking Into Clarksdale;Page & Plant;Rock;MPEG audio file
Upon A Golden Horse;Jimmy Page | Robert Plant | Charlie Jones | Michael Lee;232359;7594829;2.99;Walking Into Clarksdale;Page & Plant;Rock;MPEG audio file
Blue Train;Jimmy Page | Robert Plant | Charlie Jones | Michael Lee;405028;13170391;2.99;Walking Into Clarksdale;Page & Plant;Rock;MPEG audio file
Please Read The Letter;Jimmy Page | Robert Plant | Charlie Jones | Michael Lee;262112;8603372;2.99;Walking Into Clarksdale;Page & Plant;Rock;MPEG audio file
Most High;Jimmy Page | Robert Plant | Charlie Jones | Michael Lee;336535;10999203;9.99;Walking Into Clarksdale;Page & Plant;Rock;MPEG audio file
Heart In Your Hand;Jimmy Page | Robert Plant | Charlie Jones | Michael Lee;230896;7598019;2.99;Walking Into Clarksdale;Page & Plant;Rock;MPEG audio file
Walking Into Clarksdale;Jimmy Page | Robert Plant | Charlie Jones | Michael Lee;318511;10396315;3.99;Walking Into Clarksdale;Page & Plant;Rock;MPEG audio file
Burning Up;Jimmy Page | Robert Plant | Charlie Jones | Michael Lee;321619;10525136;2.99;Walking Into Clarksdale;Page & Plant;Rock;MPEG audio file
When I Was A Child;Jimmy Page | Robert Plant | Charlie Jones | Michael Lee;345626;11249456;9.99;Walking Into Clarksdale;Page & Plant;Rock;MPEG audio file
House Of Love;Jimmy Page | Robert Plant | Charlie Jones | Michael Lee;335699;10990880;6.99;Walking Into Clarksdale;Page & Plant;Rock;MPEG audio file
Sons Of Freedom;Jimmy Page | Robert Plant | Charlie Jones | Michael Lee;246465;8087944;0.99;Walking Into Clarksdale;Page & Plant;Rock;MPEG audio file
United Colours;Brian Eno | Bono | Adam Clayton | The Edge & Larry Mullen Jnr.;330266;10939131;2.99;Original Soundtracks 1;Passengers;Soundtrack;MPEG audio file
Slug;Brian Eno | Bono | Adam Clayton | The Edge & Larry Mullen Jnr.;281469;9295950;1.99;Original Soundtracks 1;Passengers;Soundtrack;MPEG audio file
Your Blue Room;Brian Eno | Bono | Adam Clayton | The Edge & Larry Mullen Jnr.;328228;10867860;9.99;Original Soundtracks 1;Passengers;Soundtrack;MPEG audio file
Always Forever Now;Brian Eno | Bono | Adam Clayton | The Edge & Larry Mullen Jnr.;383764;12727928;5.99;Original Soundtracks 1;Passengers;Soundtrack;MPEG audio file
A Different Kind Of Blue;Brian Eno | Bono | Adam Clayton | The Edge & Larry Mullen Jnr.;120816;3884133;0.99;Original Soundtracks 1;Passengers;Soundtrack;MPEG audio file
Beach Sequence;Brian Eno | Bono | Adam Clayton | The Edge & Larry Mullen Jnr.;212297;6928259;3.99;Original Soundtracks 1;Passengers;Soundtrack;MPEG audio file
Miss Sarajevo;Brian Eno | Bono | Adam Clayton | The Edge & Larry Mullen Jnr.;340767;11064884;1.99;Original Soundtracks 1;Passengers;Soundtrack;MPEG audio file
Ito Okashi;Brian Eno | Bono | Adam Clayton | The Edge & Larry Mullen Jnr.;205087;6572813;8.99;Original Soundtracks 1;Passengers;Soundtrack;MPEG audio file
One Minute Warning;Brian Eno | Bono | Adam Clayton | The Edge & Larry Mullen Jnr.;279693;9335453;2.99;Original Soundtracks 1;Passengers;Soundtrack;MPEG audio file
Corpse (These Chains Are Way Too Long);Brian Eno | Bono | Adam Clayton | The Edge & Larry Mullen Jnr.;214909;6920451;1.99;Original Soundtracks 1;Passengers;Soundtrack;MPEG audio file
Elvis Ate America;Brian Eno | Bono | Adam Clayton | The Edge & Larry Mullen Jnr.;180166;5851053;6.99;Original Soundtracks 1;Passengers;Soundtrack;MPEG audio file
Plot 180;Brian Eno | Bono | Adam Clayton | The Edge & Larry Mullen Jnr.;221596;7253729;4.99;Original Soundtracks 1;Passengers;Soundtrack;MPEG audio file
Theme From The Swan;Brian Eno | Bono | Adam Clayton | The Edge & Larry Mullen Jnr.;203911;6638076;3.99;Original Soundtracks 1;Passengers;Soundtrack;MPEG audio file
